text,sarcasm,sentiment
im detroit decent art museum nothing awesomennthe carnegie museum houses two nice museums natural history art natural history museum impressive cool knowing specimens belong museum arent loan hoitytoity new york museum not huge like smithsonian certainly cool seeing real dinosaur bones accompaniment stifle jurassic park mr dna art section also quite impressive personally still prefer detroit institute art museum still nice got little confused walk around prefer museums chronological order not cool less cool seems modern art cool warhol day fill stuff theres quite bit impressionism scientific fact women lovennthis great way spend long afternoon theres plenty oakland afterwards,sarcastic,positive
totally incredible way spend afternoon family museums since family membership highly recommend typically pop hour two time focusing different areas complex oakland every time go daughter seems enjoy dinosaurs shes also intrigued art collection favorite part hall architecture filled many incredible casts facades sculptures fact casts venus de milo nike unbelieveable dont think casting timeless works art even allowed anymore dont miss basement kids room full handson activities young onesnnwe definitely keep membership current years go timeless always fun,sarcastic,very positive
staff incredible international trip see ci previous yearsit like hot party great ones invited,sarcastic,positive
response response received museum rep called left message never received reply yet yelp week rd week response stated refund sent week speaking current week today th monday week begun talking last week please tell day since leaving messages not gain response except contacted yelp thank,non-sarcastic,very negative
first time ive yelped anything restaurant however spending better part day enjoying history museums im branching im way overdue plenty bores cannot imagine quality museum anywhere west bilbao pay no mind range quality exhibits carnegie rightly rich sources pride accomplishment organization pittsburgh every staff member spoke courteous helpful obviously well thats not always case many exalted european settings youre traveling children youll appreciate numerous interactive areas created kids nnpittsburgh much football hockey salads hidden french fries tell youll completely understand visit carnegie museums,non-sarcastic,very positive
estimated delivery time minutes actually delivery time hut pizza last resort,non-sarcastic,very negative
decided hit place hitting dealer shows rivers didnt reservation server seated us anyways done byob deal corkage fee per person drinking bread sticks fresh warm perfect accompaniment delicious soup du jour potato soup side salad comes meal would make hall fame side salad league came olives gorgonzola julienned carrots veggies pork tenderloin veggies mashed potatoes tenderloin perfectly cooked mashed potatoes like two aces hole would tough find better waitstaff plates disappeared water filled never knew looking place try going casino bucco game sure bet call ahead reservations outdoor seating views wont show postcard ps reservation called say going late allowed relax table till,sarcastic,very positive
food menu appeal vegetarians nonvegetarians daily dinner specials separate lunch sandwiches dinner entrees menus soups vegetarian according waitress never heard vegetarian minestrone ordered penne multiple veggies white wine sauce average not great soup good bowl bread sticks table replaced regularly salad average size dinners range toward higher end range not expensive quality food probably deserves lower end sports restaurant type setting pictures athletes wall better sports bar quality food servicennservice waitress refilled water many times ball timely answered questions menunn good service reasonable prices good not great foodnn nothing wrong legends also nothing go back wouldnt drive north side eat north side would top list particularly friendsfamily agh directly across street,non-sarcastic,neutral
sowhat say highly rated place lets okaynnwhen meal rocks world usually want lick bowl clean yes like dog not sadly feel way place byob catch per glass yep thats right not per table friend keep mindnni got greens beans recommendation many yelpers maybe dont taste thought weird watery andnot good also thought going green beans kidney beans spinach tasted like warm caesar salad no thanksnni ordered penne vodka fav meal order italian restaurants also like add meatball homemade fact confirmed homemade meatball delicious love bready meatball know type soft packed flavor winner night vodka sauce good wanted way preface saying im total love good amount sauce didnt even come close looked serena rs plate ravioli thought swimming stole come back someone really wanted hunch theres way better italian places dine im hunt gotta connect roots ya know,non-sarcastic,neutral
small overcrowded unfriendly staffnnthe food okay typical italian fair could better seasoned nnthere much better options nearby pinch decent,non-sarcastic,negative
favorite restaurant bar none food terrific service top notch remember names always feels special dine ive never pasta special didnt adore nni truly feel like happy see us come door go extra pains treat us well average couple arent spending hundreds doesnt matter customers nnweve lunch competitive price wise nearby restaurants,non-sarcastic,very positive
made reservations mothers birthday no one family ever restaurant used yelp trip advisor find ready us everything fabulous nni spaghetti meatball pasta perfectly done kitchen great everyone got meals almost time hard small restaurant big group people professional friendly byob allowed us wine suited everyones taste pasta nonpasta dishes well nnthis small restaurant gem coming neighborhood walked priory hotel beautiful march evening,sarcastic,very positive
service friendly quick everything comes timely manner food fairly priced although little small really amazing pasta incredible,non-sarcastic,very positive
several times always great experience food always delicious staff super friendly plenty different dishes choose desserts particularly great apple pie delicious,sarcastic,very positive
name name like legends one would assume sports bar not much much liked way lets roll procon friendly service morgan server super fantastic quick efficient sweet offered helpful suggestions even let try sample soup day placed focaccia mmmm rosemary tasty free slivers love go meal nportions mammoth bowls soup pastas ravioli main dish choice flavorful spinach cheese pillows pasta cooked al dente smothered tomato basil sauce touch cream damn good pasta items price dollars higher similar italian joints value though increased portions nrestaurant set bit odd kinda like bare tablesand random pictures wall nno booze beer wine byo didnt see corkage fees listed menunnoverall solid place homecooked italian eats would sprint back legends ravioli mangia,non-sarcastic,positive
really small restaurant byob servers friendly food good ordered two appetizers small plates good greens beans muscles flavours good muscles served multiple closed shells small portion negative dont much say experienceit aok,non-sarcastic,neutral
ok based recommendation date thought would like legends north shore left dinner disappointed need mint mask abundance garlic salt restaurant prime location north side plenty opportunity capitalize growth area said allow jump greens appetizer love beans greens shocked amount garlic chef added actually dont think believe garlic salt huge nono dont get wrong love garlic much killed simple rustic shrimp pasta date shared dish dish tasted though entire container garlic salt accidentally dropped onto plate served shrimp pasta however cooked well chef backed garlic would presented edible dinner not mood send dish back kitchen call waitress meal restaurant cute great location service friendly prompt important things quality taste takes precedence unfortunately legends didnt mennwould go back likely not far many italian restaurants pittsburgh would like give try,sarcastic,negative
restaurant gem wanted check another neighborhood pittsburgh ignorant outsider north side didnt seem much sketch south side oakland nnafter picking two bottles red wine spirits ohio street team got table warm homey legends north shore byob appetizers ordered margherita bruschetta best choice fried polenta greens n beans mainly went tuesday special deal cents entree focaccia bread great homemade mixture olive oil herbs nni ordered mussels bianca also comes shrimp portions generous delicious part clear tomato sauces made fresh inhouse tried coworkers quite satisfied dish coworker ordered eggplant parmigiano really enjoyed dish well,sarcastic,positive
legends goodbut not special typical italianamerican restaurant shorter menu huge portions pasta expected started mussels diablo good lot closed shells penne alla vodka sauce good especially fresh basil leaves pasta bit overcooked basically youre italian know make food home doesnt make bad aoknnthe party next us brought bottle grape pucker vodka tonic water byob hey whatever works,non-sarcastic,neutral
ive eatn times last couple years pleased food service every time recently past saturday dont recommend showing saturday without reservations got last two seats bar lucky get ordered pasta special amazing shrimp crab ravioli white wine sauce cooked asparagus roasted yellow peppers mushrooms probably best ravioli ever topped four huge pieces shrimp cooked perfection meals come either soup salad either guaranteed delicious bread served olive oil dipping things ive really enjoyed spaghetti meatball hot antipasta fudge everything home cooked feel better mom used make also use freshest ingredients secret good italian meal service good friendly want good home cooked italian meal warm friendly atmosphere place,non-sarcastic,very positive
ate past friday evening girlfriend two dining companions made pm reservations us arrived shortly table ready us inside restaurant actually much tinier expected many people crammed possible probably helped night party next us would also order us understandably leading slower service times us would guess not norm crowded not much else dining room look table chairs well pictures dinner girlfriend decided start evening polenta share came cut pieces served sweet sausage pesto drizzle thought sweet sausage best part polenta ok girlfriend really enjoyed polenta dinner entrees ordered penne vodka came tomato basil cream sauce prosciutto girlfriend went penne parma artichoke hearts roasted red peppers olives sweet sausage garlic wine sauce pastas also came salads meal girlfriend ordered house balsamic dressing salads came topped many different things thought pretty good salads included meal penne vodka ordered ended really good delivered still fairly hot temperature really enjoyed sauce peculiar item prosciutto almost side not pasta found odd still enjoyed even though really enjoyed pasta actually thought girlfriends meal tasted better garlic wine sauce awesome made bite entruee treatnnthe bottom line would definitely head back happy food also loved prices good quality food serving,non-sarcastic,very positive
legends north shore top restaurants pittsburgh list would disagree joined three dining companions dinner recent friday night walked shocked incredibly tiny inside crammed table next large party server matter fact point would expect eating dinner not nice italian restaurant decided order penne vodka prosciutto wedding soup soup nothing memorable enjoyed crisp bread foccacia oil better entrees arrived surprised penne vodka garnished prosciutto assumed menu would proscuitto thin two inch slice top dish overall sauce good not creamy not tomatoey however enjoyed husbands gnocchi bolognese much gnocchi tender sauce flavorful meaty doubt heading back legends many great restaurants pittsburgh legends doesnt make list,non-sarcastic,neutral
stopped lunch greeted greatlooking focaccia coming oven based view decided eggplant foccacia came homemade italian wedding soup good fresh veggies also came delicious bread seasoned oil dipping excellent eggplant good honestly sun dried tomato olive tapenade not enhance sandwich would rocked homemade marinara instead nthe waitress friendly casual way atmosphere warm contemporary try something else next time worth return visit,non-sarcastic,neutral
reading peoples reviews wasnt sure place boyfriend decided go anyways say wow people dont know food left negative remark food phenomenal service phenomenal no isnt super fancy place food incredible reasonably priced dinner worth every penny special raviolis split desert amazing little place go,sarcastic,very positive
rated one pittsburghs best excited enter legends prepare sure amazing meal upon entering legends get immediate hole wall vibe vibe love diner style tables chairs nnwe started margarita bruschetta delicious increasing already high expectations waitress came back ordered penne vodka excited overwhelmingly disappointed sauce although good simply ordinary ive countless italian restaurants pittsburgh could name least better legends nnhad legends not received substantial praise may not disappointed youre touted one best expect nothing short benefit restaurant byob maybe gets much praise everyones drunk meal servednnfood c service b,non-sarcastic,neutral
could give restaurant zero would asked waitress leave someone reservation waiting table father fatherinlaw still finishing coffee not yet finished dessert ive never humiliated not go restaurantntheir food mediocre best want excellent italian small intimate restaurant go dish south side not going back,sarcastic,very negative
carusos best place buy beer pop snacks smokes northside far hidden original spot mexican war streets carusos home away home wide range cheep crap really really good stuff dont see try get go hang want well dogs welcome family owned since sam years favor stop,non-sarcastic,very positive
best thing place sam worst thing place also great sam made feel home treated like someone known long time took back warehouse gave free beer drink engaged plenty conversation one point though said look oriental also look american im pretty sure wasnt meaning offensive discounted old man didnt know no longer politically correct say things like thatnnthis not recommend carusos however reason ill never go sam knowingly sold expired beernni way back north side east end live seeing good reviews decided stop wanted case yuengling sam said dont try instead popped open fresh bottle castello italian beer drink espousing comparative taste yuengling cheaper price point certainly tasted alright case couple dollars less yuengling going fornnsince castello tasted fine ended buying case sams recommendation days later opened box drank couple beers however noticed tasted funny thats looked label saw bottles sell date marked black sharpie could see numbers underneath sharpie dates well two years ago basically sam convinced buy something hadnt able sell knowing lived east end probably wasnt going visit beer aside theres another big reason not go carusos prices steep case yuengling sam might charming character young folks neighborhood distributor least know significantly lower prices actually enough customers product turnover wont purposely sell something thats not fresh,sarcastic,very negative
awful didnt know bad went different ge saw good could lines long produce selection minimal store overcrowdednnthe last straw yesterday cashier blew nose stuck kleenex nose put back pocket continued scan groceries complained manager denied employees done shopping store,non-sarcastic,very negative
grocery store experience life hubby pulled see cars people selling whoknowswhat car trunk also giant eagle tht gives really hard time ever forget advantage card give phone no instead works ones fine leave waiting really woman finish wandering around back forth front us pass driveby fat cash exchange drugs way parking lot definitely scared return never need grapes groceries desperately,non-sarcastic,very negative
store reeks rotting fish security guards watch like hawk food selection worse ive seen giant eagle plus must shop plenty drivers waiting come offer ride big help like dont car need car haha things living hood never change nnwith closet g e downtown pnc park heinz field would think would renovate years still no change,non-sarcastic,very negative
awful worst grocery store ive ever make worse supposed open told still getting ready open come back around,non-sarcastic,very negative
store weird rotting meat smell sometimes selection isnt amazing interesting items people commented always people hanging around outside friendly least one thing like store proximity house biggest let sky high prices think ge notorious miss kroger,sarcastic,very negative
zero stars really terrible store high prices worst produce ever no isnt lighting rude employees nnever mind people hanging front parking lot cares im truly concerned vast discrepancy store nearly giant eagle locations pittsburgh area one would assume would quality control within chain stores truly sad north side options shop reasonably priced fresh food nnalso enjoy getting followed around walleyed undercover employee looks like lurch addams family good riddance,non-sarcastic,very negative
close neighborhood hence star nbut seriously like walmart stuff whole foods price item charges substantially higher target not even known cheap grocery ni still go close go specific items sale not bad overall store way pricy no good reason probably reason gets nerve years ive frequented many pricy groceries ca morton williams ny md whole foods everywhere stores one common quality carry nice stuff want cook pretentious gourmet food every ingredient ready dont expect every store cheap carry good stuff like trader joes ergo never one oppose stores theyre pricy one pricy unjustifiably charge truffle oil duck confit im not happy charged double corn syrup canola oil brand item nearly double price even cvs downtown dont overcharge much dont say location definition rip,sarcastic,negative
got call giant eagle asking give opinion store recommendation burn place ground buckle crappy produce rotten fish old meat security guards speck eagle,non-sarcastic,very negative
giant eagle one use giant eagle name owned independently giant eagle company franchise may explain shop first get store means dodging bums people selling ebt cards outside store nnonce inside find cart wheels travels straight line doesnt make squeeky noises isnt wet filled trash nnthen go produce department whenever go produce department grocer notice produce fallen floor rolled shelves im almost positive produce collected sent cedar ave giant store not credit still people bag groceries staff decent especially considering demoralizing nature work environment location also goodnnif cedar ave giant eagle wants improve needs hire security keep parking lot clear panhandlers get new shopping carts get rid selfcheckout registers improve produce department overnight cleaning team keep pushing everyone else shop competition,non-sarcastic,negative
ok need stick store reading reviews live nearby shopped multiple times week past year find store consistently clean employees helpful polite efficient despite much smaller giant eagle stores one offers decent selection international foods organic products vegetarianvegan items regularly buy produce see no difference qualityfreshness store offers giant eagle stores sell main difference produce section truly lack dim directional lighting new newly renovated stores use give produce false gardenfresh glow harsh overhead lighting doesnt create much mood least see clearly enough choose freshest itemsnnas remarks stores amazing people politicallycorrect st century manage find new ways express thcentury bigotry comments thugs bums ebt cards dont say mean better yet stay homogenous suburbs buy grapes among isnt worlds greatest grocery store yes sometimes fantasize close trader joes move not terrifying stinking hellhole full rotten food sneering employees reviews portray dozens trips ive never anything ordinary inoffensive shopping experience really need small neighborhood grocery store,non-sarcastic,neutral
wasnt horrid reviews would lead think dont expect gleaming megamart fine,non-sarcastic,neutral
hate agree poor reviews branch definitely far best eagle city ill say upfront never felt unsafe three times however quality produce experience pretty poor lines always long take forever get furthermore stuff bakery goodies par id recommend stopping another giant eagle however location redbox nice,sarcastic,negative
ive lot bad experiences store employees rude much expect roll eyes get deli meat lines long theres always crowd people hanging front begging money cigarettes trying sell food stamps nni filed complaint corporate store contacted manager say manager really sincerely cares store customer experience talked minutes polite friendly name mr urges ask manager youre bad selection terrible not meat counter store feels dirty nnthis grocery store north side not easy go somewhere else sometimes get work dont want drive minutes go kuhns mcknight,non-sarcastic,negative
hate giant eagle sure not ritzy part town everything giant eagles ive never gone not found needed dont scared people different giant eagle gets job done fine btw charmingly ghetto picture hilarious well fitting bravo,non-sarcastic,neutral
problem dry cleaner poor counter service never treated poor manner sad part service provider doesnt care recommend going elsewhere not worth money,non-sarcastic,very negative
went saturday night friends dj cover boo im really adverse covers unless theres something really great going considering never place taking chance know im not gambling kind nnbut thought ok not like id going broke music fairly loud made difficult talk no one dancing wasnt overly crowded made easy get drinks nnam glad checked place sure better dance clubsbars yes youre area looking something check wouldnt make special trip go,sarcastic,negative
get decided whim try something different bar place indeed saturdays cover dj didnt seem bad coming cities covers higher feel like place could use money small venue bar area narrow cramped left dark area dj along tables stairs bathroom werent bar people sitting tables starring dj maybe one two people dancing music thought music awesome though mix old school underground hip hop beers cheap think paid three draft beers woot however folks smoking bathrooms gross jacket took days air smell smoke wont returning even offered peanuts,sarcastic,negative
pretty easygoing guy wouldve overlooked facts thatnn jim beam bourbon n reason two drinks came n even people bar music absolutely deafening n charge cover no discernible reasonn rolling blunts apparently kosher inside bar sharing not muchnnhowever cant let slide claw machine bullshit weakest claw time theres no chance ever picking anything cage feel violated want dollar back nnni think thats sort weird pa tax thing,non-sarcastic,negative
start bathrooms disgusting said would never eat anything neighborhood bar ive handful times crowd never rowdy control bar area clean restaurant nice mellow atmosphere normally drink light drafts thats lot beer less dollars wings past saw disaster bathrooms fry wings order come hot fresh nnthe patrons older work crowd not may youngsters ni enjoyed probably going back weekend,non-sarcastic,negative
bartender didnt know pint pour beer,non-sarcastic,very negative
havent member allegheny ymca long ive great experience farnnthe building older side id guess probably years old equipment however pretty modern many rooms modern gym conveniences air conditioning nnthe allegheny ymca following room cardio machines traditional elliptical trainers newer breed elliptical trainers like mating elliptical rowing machines exercise bikes cardio machines year old weird little tvs mounted top see barack obamas mouth silently moving get basketball court track top laps milen spinning pretty decent weightlifting room good balance weight machines free weights theres also good range free weights weakling like strong man like dude saw biceps bigger waist use weight roomn pool not olympic size big enough get decent workout swimming secure access womens locker room well fancy mens locker roomn group exercise room group exercise classes included membership fee instructors really nice also theres good range classes ages fitness levels including pilates yoga water aerobics spinning cardio membership fees pretty reasonable family membership adults children month plus joining fee employed upmc get additional importantly allegheny ymca welcoming place regardless age gender current fitness level gyms intimidating arent greatest shape begin gyms members arent kind towards women arent allegheny everyone met extremely friendly nice best incentive keep going gym,sarcastic,very positive
im still giving five stars like patrons atmosphere much want reevaluate place ive gotten way better various activitiesnnthe cardio room still really really good ive never wait machine machines quite nice new still nnthe weightlifting room also totally adequate pretty much full complement machines older still serviceable good assortment free weights related paraphernalia including smith machine regular good ol power cage isnt platform olympic lifts havent seen anyone perform isnt lot room im not really sure one would even go powerlifting safely gym however bucket chalk one corner go figurennthe pool fine arent really hardcore swimming swimming major form exercise however might not best pool needs pool think yards long heavily chlorinated tends quite warm especially monday mornings kids anemia use pool sundays water needs especially warm hasnt cooled yet monday since pitt access pool trees hall superior metric use insteadnni like quite lot wouldnt consider switching even though ys area,sarcastic,very positive
four stars not facility stellar certainly needs updates could use space staff friendly helpful atmosphere inviting communal really nice see still full mission men stay get feet art classes dodgeball great workout gym,sarcastic,positive
awesome spot grab dog buck nothing fancy must standard ingredients friendly service,non-sarcastic,very positive
best place city get dog,non-sarcastic,positive
classic north side staple food made order service fast staff great stand order hot dog onions side fries grilled cheese also exceptional lunch line unreal usually stop dinner way home,sarcastic,very positive
really wasnt thrilled meal service fine although bit slow notsobusy wednesday night started breaded zucchini breading zucchini breading much heavy could barely taste parmesan crusted chicken pasta seemed coated breading used zucchini still heavy altogether flavorless chicken cooked perfectly though needed spices salt pepper goodness sake pasta cooked well sauce fine though husband not thrilled pasta primavera strangely enough spicy though server warn us beforehand credit not much flavor many veggies not cooked thoroughly,non-sarcastic,negative
stay times past years time say lets try followed wish wed done something movie line run away run far nite last straw hope owner general manager reads think health department toonnservice mediocre slow consistently waitress ok attitudennafter soup starter good french onion soup waited waited waited waited mains noticing us staring waitress stopped went kitchen came back said next watch said manager came argued said next pm horrible food finally arrived thats minutes next time watched tables turn seated drinks mains check waited main nnmanager embarrassed said busy working food checked would come soon told tables turning said no didnt said used manage restaurants know customer service ticket times challenged said no didnt no idea talking idiot first rule restaurant business customer always rightnnthen food arrived hard chicken marsala mushrooms seriously two soggy fried chicken tenders deep fryer not pan sauteed bowl bowtie pasta shrooms sauce sauce marsala full sour cream tasted like stroganoff little funny penne ala vodka sauteed canned tomatoes no flavor hungry ate leftnn hour later sick side road dinner still feel really rough morning,non-sarcastic,very negative
atria locations around city first time atrias location pnc park north shore pittsburgh young professional group event last night good chance check event held upstairs since small group wouldnt guarantee private room downstairs worked part us sat back trouble hearing speakers lights dim noise diners downstairs plus house music carried times loud hard hear would say good place group dinner not speaking event cant comment fooddrink didnt atmosphere nice wasnt impressed layout whole place didnt see good flow also bathrooms upstairs event order everyone go downstairs use restrooms,non-sarcastic,neutral
food good portions large service terrible servers cool show sort hospitality no personality spark dont know hate working hate serving people puzzling service business bad attitude couple times doesnt change look blankly like dont understand saying ive never staring contest hostess bizarre wonder xanax,non-sarcastic,negative
love coming pnc park summer get early enough stop atrias scotch johnny walker rocks no water scotch ever eating meat id get lobster bisque huge plate pot roast nachos meat covered nachos perfectly cooked nice char outside moist succulent inside lots cheese nacho fixens good stuffnnthe burgers glorious nice crisp outside moist tender inside good bun great bacon ordered atrias great restaurant pnc park go pnc park want ballpark food head atrias bucs town,non-sarcastic,neutral
feel bad giving place meh review every time go thats exactly feel leave atrias one places ive never type memorable service experience food experience matternni cant say food bad not really great either say service always almost dont realize places go sit restaurant day upside busboys girls hounding table filling water glass taking sip youre horse wont go though better eating park mean doesnt love mannys bbq,sarcastic,negative
husband cubs fans flew pittsburgh see friday saturdays game past weekend got pnc park around pm since gates werent open decided sit drinks game stopped first atrias although one table occupied outside told werent going order food drink would give table people eating food needed ridiculous us left paying guests like guests anyway went businesses drank dominics went dominics nights probably spent close getting food atrias better rethink treat guests,non-sarcastic,very negative
ugh hate place people work drag lunch often would like food overpriced service snotty slow barely get free hourandahalf food forgettable menu sparse theyre terrible pickup even call way ahead youre made wait theyre surly taking care arrive food better lunch northshore pretty much anywhere try soho finnegans instead,non-sarcastic,very negative
food acceptable pretty wide range narrow menu pirates game days tried seared ahi tuna good nothing memorable location appears best thing place sitting outside warm evening looking city skyline seeing people walk around pirates game interested dinner experience dont go menu,sarcastic,negative
wasnt expecting star service walked wait minutes one servers noticed us since hostess wasnt post took us banquet room seated us last table front tables plastic table cloths seen better days holes still caked super stain sauce one area waited minutes waitress came greet us took drink order dinner order pretty simple since prix fix menu choices soup salad choice ham turkey either apple pumpkin pie brought drinks right away minutes saladsoup tasty no rolls delivered go no sign waitress one employees goes emergency exit door located directly behind blast cold air finishing first course bring didnt clear dirty plates another minutes passed waitress stopped table cleared dirty dishes hostess comes outside door blast cold air minute later came said main course would along minute proceeded go door directly behind cold air main course delivered food runner turkey tasty little dry side needed gravy no sign waitress even ask gravy eating slowly possible opportunity get gravy turkey simply no attention paid us another employee goes door cold air finally waitress comes asks explain cold air much handle employee went came back get blasted cold air replies shrugs walks away must said something manager comes ask meal reply ok food good part gave shocked reply didnt say great disturbed number times employees kept using door go outside smoke seemed shocked learn door used said hed put stop said usually tip holiday meals like since workers give day family since staff didnt seem care much us would not tip time explained dont expect kind comp needed know employees making dining room uncomfortable using emergency exit smoke breaks social encounters said sorry experience left table waitress eventually stopped requested pie packed go delivered pie bill time isnt yet process signing bill hostess comes request chairs table explain leaving impatient said needed minute take chairs scolded saying leaving right away give us seconds sign check chairs table scuffed take chairs empty table blocked attempt exit struggling move chair grabbed chose exit main dining room bar practice patrons employees like said manager consider fairly regular patrons atrias pnc park atrias fox chapel worst service ive ever atrias restaurant dont want anything publishing review people highly aware lack common sense staff particular day ill eat atrias trepidation high caution theyll probably screw something high alert get pay posting facebook yelp tripadvisor might help get owners attention place could great proper training rules regulations staff dose common sense,sarcastic,negative
standard restaurant atrias no personality food blah service eh nothing really memorable patio proximity ball parks saving grace nnnow lets talk reserved room bridal shower fixed menu group ladies understand bride asks no tomatoes server not say no substitutions meanest voice lighten day ended taking tomatoes herand chalked another maid honor duty server also kept clearing brides drinks mingled annoying least paid flat fee drinks wasnt hugest dealnnoverall server brides table awful kept treating us like little children yes table bridal party brides cousins yes also young professionals ones booked event servers waited rest tables containing mothers aunts great aunts grandmothers grandmother started yelling bandits later another server apologized behalf bad server mumbled must atrias fine glass wine pirates game table open outside certainly would never book private function,sarcastic,negative
think low marks place unwarranted quality food location every bit good atrias around town pot roast nachos world,non-sarcastic,positive
lived near atrias location past say ive spent fair share time pnc park atrias wife stopped past week reminded enjoy first time atrias together witnessing wifes experience realized place could garner low someone like whos actually enough positive negative food experiences atrias know exactly order steer clear make experience positive one thats situation im afforded thanks previous patience convenience wife opting stray suggestions awful dinner plate bland fish asparagus left turned completely luckily using gift card wasnt frustrating couldve regardless walking away entire plate food led realize youre atrias youre odds arent great good experience thats reality situation handful really good things menu love parmesan crusted chicken really good although sometimes little oily pot roast excellent way heavy baseball season theyre busier chili really paired bread salmon salad excellent although dont like salmon swap salmon chicken great salad option carrot cake insanely good truth told not homemade could care less though still best carrot cake ive ever eaten period notable items pot roast nachos crab cakes red skin smashed potatoes really positives end though ive learned steer clear burgers inconsistency theyre prepared ive received undercooked burgers atrias restaurant not worth gamble anymore filets always one time got strip practically burned one side undercooked failing cook burgers steaks correctly isnt surprising deciding serve customers despite incorrect preparation poornni know last time salmon salad fish tasted paid price later ive never given single fish meal chance since talking years hence request chicken salads meals ive average ive practically tried entirety menu years believe say itnnwhy continue go well items love craveworthy become regular less nowadays service received bar always excellent daniel roy always provided great service good service goes distance far im concerned worth stopping timetotime unfortunately cant sit bar dont always stick around service tables really hitormiss every good server two could care less peak favorite atrias location least stuffy pretentious location theres still lot room hope,non-sarcastic,neutral
atrias pretty good restaurant youre near pnc park expected anything located ballpark not best restaurant ever consistently decent different visits tried margherita flatbread cheese dip fine although fried pita chips really salty well diablo pasta okay pork filet gorgonzola quite good ideal world would walk bridge eat unique restaurant downtown choose something nearby atrias one better choices number colleagues prefer goto restaurant im not quite enamored definitely consider aok restaurant ill back,non-sarcastic,neutral
located right next pnc park decent place get beer grub prior game day outdoor seating main perks otherwise food prices not worth stop place fill game day avoided pirates arent town isnt bad experience siting outside view pittsburgh cant bad,non-sarcastic,negative
neither particularly pleased dissatisfied lunch experience meh kinda pricey get service prompt friendly music fun serve mean crab bisque deliciously creamy quite generous crab meat filling without nasty sick coconut shrimp nice crunchy coconuty breading also tasty portion satisfyingly large app house salad typical salad iceberg romaine lettuce drenched shredded cheddar cheese sprinkled veggies nothing special random quirk noticed rather classy restaurant surprised didnt add slice lemon glass water though im sure could ask nnwould recommend place probably not certainly not bad experience one didnt stand money youll spend,non-sarcastic,neutral
came party hungry pitt students food amazing roasted beef chicken pasta management lovely really involved party issues staff also kind able keep everyones glass full despite camel like drinking habits thank,non-sarcastic,very positive
bucs victory cards game sunday game got packed inside cant comment time really hectic one nnordered pepsi brisket nachos awful soggy chips shredded beef drenched sweet generic bbq sauce blanket cold congealed cheese spotted jalapeufo slices not degree room temp nnwill give star tasty pepsi keeping filled,non-sarcastic,very negative
came late night light night drinks snack service fast salad cup soup disappointing chopped salad weird cheap ingredients like celery carrot excited crab bisque must running low must half sherry tasted like taking shot cheap white wine every bite hope dinner fare better,non-sarcastic,negative
ok dont want judge atrias one fact wouldnt even judge atrias solely one experience let tell highly disappointedni point good parts night first arrived see band play entertainment great didnt cost extra although minimum per person liked set room played also soup got crab bisque rest experience first service awful dont know servers name know wait wasnt fault large party upstairs took least ten minutes even order drinks another even got ten minutes could order food meal must waited least not minutes check one members party finally go waiter complain saw checking tables didnt seem like many tables keep busy server always give servers benefit doubt really got much one thing say though nice much waited something comped least got sort apology complainnthe rest food drinks okay good not enough make service berry mojito drink greek salad try another atrias id go back one im weary restaurant together,sarcastic,very negative
came fourth july getting work friend stopped one drink fireworks lets say never return stood good minutes maybe people tops bar bartenders never acknowledged yet manage make eye contact walked behind bar went outside took another ten minutes finally manager came served bartender appalled see people employed seems like decent place phenomenal tipper industry sadly didnt leave single dollar hopefully learn mistakes instead probably losing potential customers shame,non-sarcastic,very negative
average experience entrees chose chicken marsala chicken piccata fine seasoned cheese plate best part meal four cheeses selected served carole dear heart penn mac exceptional choices good crusty bread shes lovely pittsburgh institution nnservice spotty representing company produced music evening im not sure server assumed wouldnt ordering food ordered cheese course wine came back attempt take away menus not take order ask order entrees odd ive heard similar things others music nights,non-sarcastic,neutral
eating lunch several days week atrias pnc park restaurant many years finally decided price lost relation not dining anytime near past year prices continued increase point dinner menu prices lunch size meals recently portion size significantly diminished point almost comical todaynnthe fish special today bbq salmon asparagus consisted oz salmon four spears asparagus actually looked ridiculous plate specials used oz fish included decent portion vegetables rice dollar two less bit wanted spend lunch least quality size portion made sense today spent plus tax tip left feeling like eaten appetizer still pushed far no longer willing waste money atrias bad used really enjoy lunch,non-sarcastic,very negative
decided check downtown pittsburgh trip family visit recently took walk around area location caught eye outdoor seating right outside pnc park decided pot roast nachos appetizer pretty good nice chunks pot roast various cheeses decided atria combo andouille sausage perogies chicken sauerkraut figured would something different sausage great perogies not care chicken much dark meat bread crumbs prefer white meat probably reason also tasted friends steak hoagie area better little dry not enough cheese onions outdoors ambiance great pittsburgh great downtown nothing like detroit alive various things beautiful city overall restaurant good experience waiter great funny also also talked people sitting beside us made good time however would opt another place visit,non-sarcastic,neutral
business dinner firmly seated absolute worst place ive ever eaten nhair cakes touted amazing reality disgusting ice cream scoops poor crab mayonnaise nrisotto uncooked congealed plate nvegetables gummy soaked oil not properly prepped served woody stems nni shocked place turns profit,sarcastic,very negative
absolutely best nnnot pittsburgh vacation kids absolutely loved even youngest hard entertain left place praising kids pittsburgh great place take citys childrens museums one bestnnthere tons stuff also nice variety something everyone even wife entertained price admission well worth considering movies hours least hrs didnt even feel like best activities left free souvenirs left various art creations kids made really cool,sarcastic,very positive
